symbol,tv_ticker,sector,industry,description,grade,pass_tf,on_list,w1_score,d1_score,score,price,note
SCCO,NYSE:SCCO,Non-energy minerals,Other metals/Minerals,Southern Copper Corporation,B,,False,2,0,2,181.55,W1 2/3：MA轉上；股跌日量低 | D1 0/3：大陽2根 | W/D 未過 | 跌市反向：3M 15.5% vs SPY 12.9% | 領先MA未過：股 $181.55 [10下/20下/50下] 0/3 vs SPY $737.97 [10下/20下/50上] 1/3
SEZL,NASDAQ:SEZL,Technology services,Packaged software,Sezzle Inc.,C,,False,1,1,2,154.2,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股跌日量低；大陽4根 | W/D 未過 | 跌市反向：3M 114.3% vs SPY 12.9% | 領先MA：股 $154.20 [10上/20上/50上] 3/3 vs SPY $738.12 [10下/20下/50上] 1/3
SFTBY,SFTBY,Communications,Specialty telecommunications,Softbank Group Corp,B,,False,2,0,2,19.9,W1 2/3：量價配合；大陽3根 | D1 0/3：大陽4根 | W/D 未過 | 跌市反向：3M 72.7% vs SPY 12.9% | 領先MA未過：股 $19.90 [10下/20下/50上] 1/3 vs SPY $737.85 [10下/20下/50上] 1/3
SIMO,NASDAQ:SIMO,Electronic technology,Semiconductors,Silicon Motion Technology Corporation,C,,False,1,1,2,318.89,W1 1/3：股升日量高；大陽3根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 158.3% vs SPY 12.9% | 領先MA：股 $318.89 [10上/20上/50上] 3/3 vs SPY $737.95 [10下/20下/50上] 1/3
SIRI,NASDAQ:SIRI,Consumer services,Broadcasting,SiriusXM Holdings Inc.,B,,False,2,0,2,28.03,W1 2/3：量價配合；大陽2根 | D1 0/3：未達 | W/D 未過 | 跌市反向：3M 26.0% vs SPY 12.9% | 領先MA：股 $28.03 [10上/20下/50上] 2/3 vs SPY $737.95 [10下/20下/50上] 1/3
SITM,NASDAQ:SITM,Electronic technology,Semiconductors,SiTime Corporation,B,,False,0,2,2,721.85,W1 0/3：大陽3根 | D1 2/3：MA轉上；股跌日量低 | W/D 未過 | 跌市反向：3M 108.5% vs SPY 12.9% | 領先MA：股 $721.85 [10上/20上/50上] 3/3 vs SPY $737.87 [10下/20下/50上] 1/3
SKY,NYSE:SKY,Consumer durables,Homebuilding,"Champion Homes, Inc.",C,,False,1,1,2,82.24,W1 1/3：股升日量高 | D1 1/3：股升日量高 | W/D 未過 | 未跑贏：3M 9.3% vs SPY 12.9% | 領先MA：股 $82.24 [10上/20上/50上] 3/3 vs SPY $738.22 [10下/20下/50上] 1/3
SLG,NYSE:SLG,Finance,Real estate investment trusts,SL Green Realty Corp,C,,False,1,1,2,50.12,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 31.5% vs SPY 12.9% | 領先MA：股 $50.12 [10下/20上/50上] 2/3 vs SPY $738.20 [10下/20下/50上] 1/3
SNDK,NASDAQ:SNDK,Electronic technology,Computer peripherals,Sandisk Corporation,C,,False,1,1,2,2009.0,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 186.0% vs SPY 12.9% | 領先MA：股 $2009.00 [10上/20上/50上] 3/3 vs SPY $737.85 [10下/20下/50上] 1/3
SNPS,NASDAQ:SNPS,Technology services,Packaged software,"Synopsys, Inc.",C,,False,1,1,2,477.31,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股升日量高 | W/D 未過 | 未跑贏：3M 10.4% vs SPY 12.9% | 領先MA：股 $477.31 [10上/20上/50下] 2/3 vs SPY $737.93 [10下/20下/50上] 1/3
SON,NYSE:SON,Process industries,Containers/Packaging,Sonoco Products Company,C,,False,1,1,2,50.17,W1 1/3：股升日量高 | D1 1/3：MA轉上；大陽2根 | W/D 未過 | 未跑贏：3M -2.1% vs SPY 12.9% | 領先MA：股 $50.17 [10下/20上/50上] 2/3 vs SPY $738.22 [10下/20下/50上] 1/3
SPHR,NYSE:SPHR,Consumer services,Media conglomerates,Sphere Entertainment Co.,C,,False,1,1,2,158.63,W1 1/3：股跌日量低 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 42.7% vs SPY 12.9% | 領先MA：股 $158.63 [10上/20上/50上] 3/3 vs SPY $738.12 [10下/20下/50上] 1/3
SSRM,NASDAQ:SSRM,Non-energy minerals,Precious metals,SSR Mining Inc.,C,,False,1,1,2,29.41,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 21.2% vs SPY 12.9% | 領先MA：股 $29.41 [10上/20上/50下] 2/3 vs SPY $738.13 [10下/20下/50上] 1/3
ST,NYSE:ST,Electronic technology,Electronic equipment/Instruments,Sensata Technologies Holding plc,C,,False,1,1,2,49.51,W1 1/3：股升日量高；大陽1根 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 跌市反向：3M 43.5% vs SPY 12.9% | 領先MA未過：股 $49.51 [10下/20下/50上] 1/3 vs SPY $737.79 [10下/20下/50上] 1/3
STM,NYSE:STM,Electronic technology,Semiconductors,STMicroelectronics N.V.,C,,False,1,1,2,73.85,W1 1/3：股升日量高；大陽3根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 133.9% vs SPY 12.9% | 領先MA未過：股 $73.85 [10下/20下/50上] 1/3 vs SPY $738.04 [10下/20下/50上] 1/3
STRL,NASDAQ:STRL,Industrial services,Engineering & construction,"Sterling Infrastructure, Inc.",C,,False,1,1,2,878.25,W1 1/3：股升日量高；大陽1根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 107.8% vs SPY 12.9% | 領先MA：股 $878.25 [10上/20上/50上] 3/3 vs SPY $738.15 [10下/20下/50上] 1/3
STX,NASDAQ:STX,Electronic technology,Computer peripherals,Seagate Technology Holdings PLC,C,,False,1,1,2,1015.99,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 151.9% vs SPY 12.9% | 領先MA：股 $1015.99 [10上/20上/50上] 3/3 vs SPY $737.85 [10下/20下/50上] 1/3
SWKS,NASDAQ:SWKS,Electronic technology,Semiconductors,"Skyworks Solutions, Inc.",C,,False,1,1,2,74.38,W1 1/3：股升日量高；大陽3根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 37.7% vs SPY 12.9% | 領先MA：股 $74.38 [10上/20下/50上] 2/3 vs SPY $737.95 [10下/20下/50上] 1/3
SYNA,NASDAQ:SYNA,Electronic technology,Semiconductors,Synaptics Incorporated,B,,False,2,0,2,136.75,W1 2/3：量價配合；大陽2根 | D1 0/3：未達 | W/D 未過 | 跌市反向：3M 87.6% vs SPY 12.9% | 領先MA：股 $136.75 [10上/20下/50上] 2/3 vs SPY $738.12 [10下/20下/50上] 1/3
TFX,NYSE:TFX,Health technology,Medical specialties,Teleflex Incorporated,C,,False,1,1,2,123.1,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 16.6% vs SPY 12.9% | 領先MA未過：股 $123.10 [10下/20下/50下] 0/3 vs SPY $738.12 [10下/20下/50上] 1/3
TNL,NYSE:TNL,Consumer services,Hotels/Resorts/Cruise lines,Travel Leisure Co.,C,,False,1,1,2,74.48,W1 1/3：股升日量高；大陽1根 | D1 1/3：股跌日量低；大陽3根 | W/D 未過 | 未跑贏：3M 5.8% vs SPY 12.9% | 領先MA：股 $74.48 [10上/20上/50上] 3/3 vs SPY $738.22 [10下/20下/50上] 1/3
TOL,NYSE:TOL,Consumer durables,Homebuilding,"Toll Brothers, Inc.",C,,False,1,1,2,151.96,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 未跑贏：3M 10.3% vs SPY 12.9% | 領先MA：股 $151.96 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
TWST,NASDAQ:TWST,Health technology,Biotechnology,Twist Bioscience Corporation,C,,False,1,1,2,85.92,W1 1/3：股升日量高；大陽2根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 93.1% vs SPY 12.9% | 領先MA：股 $85.92 [10上/20上/50上] 3/3 vs SPY $738.12 [10下/20下/50上] 1/3
TXG,NASDAQ:TXG,Health technology,Biotechnology,"10x Genomics, Inc.",C,,False,1,1,2,32.92,W1 1/3：股升日量高；大陽1根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 72.0% vs SPY 12.9% | 領先MA：股 $32.92 [10上/20上/50上] 3/3 vs SPY $738.20 [10下/20下/50上] 1/3
UMC,NYSE:UMC,Electronic technology,Semiconductors,United Microelectronics Corporation (NEW),C,,False,1,1,2,26.61,W1 1/3：股升日量高；大陽4根 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 跌市反向：3M 192.8% vs SPY 12.9% | 領先MA：股 $26.62 [10上/20上/50上] 3/3 vs SPY $738.04 [10下/20下/50上] 1/3
UNH,NYSE:UNH,Health services,Managed health care,UnitedHealth Group Incorporated,C,,False,1,1,2,407.24,W1 1/3：股跌日量低 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 51.9% vs SPY 12.9% | 領先MA：股 $407.24 [10上/20上/50上] 3/3 vs SPY $737.96 [10下/20下/50上] 1/3
UPS,NYSE:UPS,Transportation,Air freight/Couriers,"United Parcel Service, Inc.",C,,False,1,1,2,107.02,W1 1/3：MA轉上 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 未跑贏：3M 11.4% vs SPY 12.9% | 領先MA未過：股 $107.02 [10下/20下/50上] 1/3 vs SPY $737.93 [10下/20下/50上] 1/3
URBN,NASDAQ:URBN,Retail trade,Apparel/Footwear retail,"Urban Outfitters, Inc.",C,,False,1,1,2,72.08,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 16.7% vs SPY 12.9% | 領先MA未過：股 $72.08 [10下/20下/50上] 1/3 vs SPY $738.13 [10下/20下/50上] 1/3
VALE,NYSE:VALE,Non-energy minerals,Steel,VALE S.A.,C,,False,1,1,2,15.4,W1 1/3：股跌日量低 | D1 1/3：股跌日量低 | W/D 未過 | 未跑贏：3M 4.1% vs SPY 12.9% | 領先MA未過：股 $15.40 [10下/20下/50下] 0/3 vs SPY $738.04 [10下/20下/50上] 1/3
VICR,NASDAQ:VICR,Electronic technology,Electronic components,Vicor Corporation,C,,False,1,1,2,336.99,W1 1/3：股跌日量低；大陽3根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 94.7% vs SPY 12.9% | 領先MA：股 $336.99 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
VNO,NYSE:VNO,Finance,Real estate investment trusts,Vornado Realty Trust,C,,False,1,1,2,37.62,W1 1/3：股跌日量低；大陽3根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 44.6% vs SPY 12.9% | 領先MA：股 $37.62 [10下/20上/50上] 2/3 vs SPY $737.79 [10下/20下/50上] 1/3
VRT,NYSE:VRT,Electronic technology,Electronic production equipment,"Vertiv Holdings, LLC",C,,False,1,1,2,327.3,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 27.9% vs SPY 12.9% | 領先MA：股 $327.30 [10上/20上/50上] 3/3 vs SPY $737.97 [10下/20下/50上] 1/3
VSAT,NASDAQ:VSAT,Electronic technology,Telecommunications equipment,"ViaSat, Inc.",C,,False,1,1,2,65.04,W1 1/3：股升日量高；大陽1根 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 跌市反向：3M 32.3% vs SPY 12.9% | 領先MA未過：股 $65.04 [10下/20下/50下] 0/3 vs SPY $737.95 [10下/20下/50上] 1/3
VSEC,NASDAQ:VSEC,Industrial services,Engineering & construction,VSE Corporation,C,,False,1,1,2,214.55,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 22.0% vs SPY 12.9% | 領先MA：股 $214.55 [10上/20上/50上] 3/3 vs SPY $738.13 [10下/20下/50上] 1/3
VSH,NYSE:VSH,Electronic technology,Electronic production equipment,"Vishay Intertechnology, Inc.",C,,False,1,1,2,60.32,W1 1/3：股升日量高；大陽3根 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 跌市反向：3M 246.0% vs SPY 12.9% | 領先MA：股 $60.32 [10下/20上/50上] 2/3 vs SPY $737.95 [10下/20下/50上] 1/3
VTRS,NASDAQ:VTRS,Health technology,Pharmaceuticals: major,Viatris Inc.,C,,False,1,1,2,15.58,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 18.1% vs SPY 12.9% | 領先MA未過：股 $15.58 [10下/20下/50下] 0/3 vs SPY $737.87 [10下/20下/50上] 1/3
WAT,NYSE:WAT,Health technology,Medical specialties,Waters Corporation,C,,False,1,1,2,360.69,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股跌日量低；大陽3根 | W/D 未過 | 跌市反向：3M 19.5% vs SPY 12.9% | 領先MA：股 $360.69 [10上/20下/50上] 2/3 vs SPY $738.15 [10下/20下/50上] 1/3
WBD,NASDAQ:WBD,Consumer services,Cable/Satellite TV,"Warner Bros. Discovery, Inc. - Series A",C,,False,1,1,2,26.76,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 未跑贏：3M -2.3% vs SPY 12.9% | 領先MA未過：股 $26.76 [10上/20下/50下] 1/3 vs SPY $738.04 [10下/20下/50上] 1/3
WDC,NASDAQ:WDC,Electronic technology,Computer peripherals,Western Digital Corporation,C,,False,1,1,2,666.72,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 126.2% vs SPY 12.9% | 領先MA：股 $666.72 [10上/20上/50上] 3/3 vs SPY $737.85 [10下/20下/50上] 1/3
WOLF,NYSE:WOLF,Electronic technology,Semiconductors,"Wolfspeed, Inc.",C,,False,1,1,2,51.85,W1 1/3：股升日量高；大陽2根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 212.3% vs SPY 12.9% | 領先MA：股 $51.85 [10上/20下/50上] 2/3 vs SPY $737.97 [10下/20下/50上] 1/3
WRBY,NYSE:WRBY,Retail trade,Specialty stores,Warby Parker Inc.,B,,False,0,2,2,26.52,W1 0/3：大陽2根 | D1 2/3：MA轉上；股跌日量低；大陽3根 | 未跑贏：3M 9.7% vs SPY 12.9% | 領先MA：股 $26.52 [10上/20上/50上] 3/3 vs SPY $738.06 [10下/20下/50上] 1/3
WSO,NYSE:WSO,Producer manufacturing,Building products,"Watsco, Inc.",C,,False,1,1,2,387.56,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 未跑贏：3M 1.4% vs SPY 12.9% | 領先MA：股 $387.56 [10上/20上/50下] 2/3 vs SPY $737.98 [10下/20下/50上] 1/3
WST,NYSE:WST,Health technology,Medical specialties,"West Pharmaceutical Services, Inc.",C,,False,1,1,2,332.4,W1 1/3：股跌日量低；大陽3根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 37.8% vs SPY 12.9% | 領先MA：股 $332.40 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
WULF,NASDAQ:WULF,Technology services,Data processing services,TeraWulf Inc.,C,,False,1,1,2,28.97,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 78.9% vs SPY 12.9% | 領先MA：股 $28.97 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
AA,NYSE:AA,Non-energy minerals,Aluminum,Alcoa Corporation,C,,False,1,0,1,55.15,W1 1/3：股跌日量低；大陽1根 | D1 0/3：未達 | W/D 未過 | 未跑贏：3M -1.5% vs SPY 12.9% | 領先MA未過：股 $55.15 [10下/20下/50下] 0/3 vs SPY $737.98 [10下/20下/50上] 1/3
ADI,NASDAQ:ADI,Electronic technology,Semiconductors,"Analog Devices, Inc.",C,,False,0,1,1,419.56,W1 0/3：大陽1根 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 跌市反向：3M 34.8% vs SPY 12.9% | 領先MA：股 $419.56 [10上/20上/50上] 3/3 vs SPY $737.85 [10下/20下/50上] 1/3
ADPT,NASDAQ:ADPT,Health technology,Biotechnology,Adaptive Biotechnologies Corporation,C,,False,0,1,1,17.8,W1 0/3：未達 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 30.3% vs SPY 12.9% | 領先MA：股 $17.80 [10上/20上/50上] 3/3 vs SPY $737.97 [10下/20下/50上] 1/3
ALM,NASDAQ:ALM,Non-energy minerals,Other metals/Minerals,Almonty Industries Inc.,C,,False,1,0,1,18.52,W1 1/3：股跌日量低；大陽1根 | D1 0/3：未達 | W/D 未過 | 未跑贏：3M 9.4% vs SPY 12.9% | 領先MA：股 $18.52 [10上/20上/50下] 2/3 vs SPY $738.12 [10下/20下/50上] 1/3
ANET,NYSE:ANET,Electronic technology,Computer peripherals,"Arista Networks, Inc.",C,,False,0,1,1,163.36,W1 0/3：大陽2根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 20.2% vs SPY 12.9% | 領先MA：股 $163.36 [10上/20上/50上] 3/3 vs SPY $737.85 [10下/20下/50上] 1/3
ARCB,NASDAQ:ARCB,Transportation,Trucking,ArcBest Corporation,C,,False,0,1,1,145.27,W1 0/3：大陽1根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 58.0% vs SPY 12.9% | 領先MA未過：股 $145.27 [10下/20下/50上] 1/3 vs SPY $738.06 [10下/20下/50上] 1/3
ATI,NYSE:ATI,Non-energy minerals,Other metals/Minerals,ATI Inc.,C,,False,1,0,1,201.66,W1 1/3：股跌日量低；大陽2根 | D1 0/3：未達 | W/D 未過 | 跌市反向：3M 37.8% vs SPY 12.9% | 領先MA：股 $201.66 [10上/20上/50上] 3/3 vs SPY $738.15 [10下/20下/50上] 1/3
AVGO,NASDAQ:AVGO,Electronic technology,Semiconductors,Broadcom Inc.,C,,False,0,1,1,389.07,W1 0/3：大陽1根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 20.8% vs SPY 12.9% | 領先MA未過：股 $389.08 [10上/20下/50下] 1/3 vs SPY $737.96 [10下/20下/50上] 1/3
BFH,NYSE:BFH,Finance,Finance/Rental/Leasing,"Bread Financial Holdings, Inc.",C,,False,1,0,1,102.93,W1 1/3：股跌日量低；大陽2根 | D1 0/3：未達 | W/D 未過 | 跌市反向：3M 38.1% vs SPY 12.9% | 領先MA：股 $102.93 [10上/20上/50上] 3/3 vs SPY $738.20 [10下/20下/50上] 1/3
BRKR,NASDAQ:BRKR,Health technology,Medical specialties,Bruker Corporation,C,,False,1,0,1,56.96,W1 1/3：MA轉上；大陽2根 | D1 0/3：大陽3根 | W/D 未過 | 跌市反向：3M 63.5% vs SPY 12.9% | 領先MA：股 $56.96 [10上/20上/50上] 3/3 vs SPY $737.87 [10下/20下/50上] 1/3
CAMT,NASDAQ:CAMT,Electronic technology,Electronic components,Camtek Ltd.,C,,False,0,1,1,177.35,W1 0/3：大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 未跑贏：3M 2.9% vs SPY 12.9% | 領先MA未過：股 $177.35 [10下/20下/50下] 0/3 vs SPY $737.95 [10下/20下/50上] 1/3
CAR,NASDAQ:CAR,Finance,Finance/Rental/Leasing,"Avis Budget Group, Inc.",C,,False,0,1,1,196.51,W1 0/3：大陽2根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 83.2% vs SPY 12.9% | 領先MA：股 $196.51 [10上/20上/50下] 2/3 vs SPY $738.13 [10下/20下/50上] 1/3
CIEN,NYSE:CIEN,Electronic technology,Telecommunications equipment,Ciena Corporation,C,,False,0,1,1,464.57,W1 0/3：未達 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 13.9% vs SPY 12.9% | 領先MA未過：股 $464.57 [10上/20下/50下] 1/3 vs SPY $738.04 [10下/20下/50上] 1/3
CLF,NYSE:CLF,Non-energy minerals,Steel,Cleveland-Cliffs Inc.,C,,False,0,1,1,11.41,W1 0/3：大陽1根 | D1 1/3：股升日量高；大陽5根 | W/D 未過 | 跌市反向：3M 42.2% vs SPY 12.9% | 領先MA未過：股 $11.41 [10下/20下/50下] 0/3 vs SPY $737.79 [10下/20下/50上] 1/3
CMC,NYSE:CMC,Non-energy minerals,Steel,Commercial Metals Company,C,,False,1,0,1,71.72,W1 1/3：股跌日量低 | D1 0/3：大陽2根 | W/D 未過 | 跌市反向：3M 16.3% vs SPY 12.9% | 領先MA未過：股 $71.72 [10下/20下/50上] 1/3 vs SPY $737.87 [10下/20下/50上] 1/3
COHU,NASDAQ:COHU,Electronic technology,Semiconductors,"Cohu, Inc.",C,,False,1,0,1,65.8,W1 1/3：股升日量高；大陽4根 | D1 0/3：大陽3根 | W/D 未過 | 跌市反向：3M 117.6% vs SPY 12.9% | 領先MA：股 $65.80 [10上/20上/50上] 3/3 vs SPY $738.06 [10下/20下/50上] 1/3
COLB,NASDAQ:COLB,Finance,Regional banks,"Columbia Banking System, Inc.",C,,False,1,0,1,30.96,W1 1/3：MA轉上；大陽1根 | D1 0/3：未達 | W/D 未過 | 跌市反向：3M 16.7% vs SPY 12.9% | 領先MA：股 $30.96 [10上/20上/50上] 3/3 vs SPY $737.95 [10下/20下/50上] 1/3
CORZ,NASDAQ:CORZ,Technology services,Packaged software,"Core Scientific, Inc.",C,,False,0,1,1,29.23,W1 0/3：大陽1根 | D1 1/3：股跌日量低；大陽3根 | W/D 未過 | 跌市反向：3M 76.3% vs SPY 12.9% | 領先MA：股 $29.23 [10上/20上/50上] 3/3 vs SPY $737.95 [10下/20下/50上] 1/3
CRDO,NASDAQ:CRDO,Technology services,Information technology services,Credo Technology Group Holding Ltd,C,,False,0,1,1,277.17,W1 0/3：大陽4根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 163.7% vs SPY 12.9% | 領先MA：股 $277.17 [10上/20上/50上] 3/3 vs SPY $738.04 [10下/20下/50上] 1/3
DNN,AMEX:DNN,Non-energy minerals,Other metals/Minerals,Denison Mines Corp,C,,False,1,0,1,3.31,W1 1/3：股跌日量低 | D1 0/3：未達 | W/D 未過 | 未跑贏：3M -3.6% vs SPY 12.9% | 領先MA：股 $3.31 [10上/20上/50下] 2/3 vs SPY $738.06 [10下/20下/50上] 1/3
ENS,NYSE:ENS,Producer manufacturing,Electrical products,EnerSys,C,,False,0,1,1,226.84,W1 0/3：大陽2根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 32.6% vs SPY 12.9% | 領先MA：股 $226.84 [10上/20下/50上] 2/3 vs SPY $737.87 [10下/20下/50上] 1/3
ERAS,NASDAQ:ERAS,Health technology,Pharmaceuticals: major,"Erasca, Inc.",C,,False,0,1,1,15.6,W1 0/3：未達 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 未跑贏：3M 9.0% vs SPY 12.9% | 領先MA：股 $15.60 [10上/20上/50上] 3/3 vs SPY $738.22 [10下/20下/50上] 1/3
FLNC,NASDAQ:FLNC,Producer manufacturing,Electrical products,"Fluence Energy, Inc.",C,,False,1,0,1,22.6,W1 1/3：股升日量高；大陽1根 | D1 0/3：大陽2根 | W/D 未過 | 跌市反向：3M 47.3% vs SPY 12.9% | 領先MA未過：股 $22.62 [10下/20下/50上] 1/3 vs SPY $738.22 [10下/20下/50上] 1/3
FLS,NYSE:FLS,Producer manufacturing,Industrial machinery,Flowserve Corporation,C,,False,0,1,1,80.32,W1 0/3：大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 未跑贏：3M 8.5% vs SPY 12.9% | 領先MA：股 $80.32 [10上/20上/50上] 3/3 vs SPY $737.95 [10下/20下/50上] 1/3
GM,NYSE:GM,Consumer durables,Motor vehicles,General Motors Company,C,,False,0,1,1,79.15,W1 0/3：大陽2根 | D1 1/3：股升日量高 | W/D 未過 | 未跑贏：3M 4.8% vs SPY 12.9% | 領先MA未過：股 $79.15 [10下/20下/50上] 1/3 vs SPY $738.04 [10下/20下/50上] 1/3
GOOGL,NASDAQ:GOOGL,Technology services,Internet software/Services,Alphabet Inc.,C,,False,1,0,1,348.35,W1 1/3：股跌日量低；大陽2根 | D1 0/3：大陽2根 | W/D 未過 | 跌市反向：3M 15.4% vs SPY 12.9% | 領先MA未過：股 $348.32 [10下/20下/50下] 0/3 vs SPY $737.96 [10下/20下/50上] 1/3
GRMN,NYSE:GRMN,Electronic technology,Telecommunications equipment,Garmin Ltd.,C,,False,0,1,1,233.6,W1 0/3：大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 未跑贏：3M -1.7% vs SPY 12.9% | 領先MA未過：股 $233.60 [10下/20下/50下] 0/3 vs SPY $738.17 [10下/20下/50上] 1/3
HUM,NYSE:HUM,Health services,Managed health care,Humana Inc.,C,,False,0,1,1,361.34,W1 0/3：大陽3根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 113.5% vs SPY 12.9% | 領先MA：股 $361.34 [10下/20上/50上] 2/3 vs SPY $738.17 [10下/20下/50上] 1/3
IAG,NYSE:IAG,Non-energy minerals,Precious metals,Iamgold Corporation,C,,False,1,0,1,16.32,W1 1/3：股跌日量低 | D1 0/3：大陽2根 | W/D 未過 | 未跑贏：3M -3.3% vs SPY 12.9% | 領先MA未過：股 $16.32 [10下/20下/50下] 0/3 vs SPY $737.95 [10下/20下/50上] 1/3
IBKR,NASDAQ:IBKR,Finance,Investment banks/Brokers,"Interactive Brokers Group, Inc.",C,,False,0,1,1,95.42,W1 0/3：大陽1根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 40.8% vs SPY 12.9% | 領先MA：股 $95.42 [10上/20上/50上] 3/3 vs SPY $737.97 [10下/20下/50上] 1/3
IFNNY,IFNNY,Electronic technology,Semiconductors,Infineon Technologies AG,C,,False,1,0,1,92.26,W1 1/3：股升日量高；大陽3根 | D1 0/3：未達 | W/D 未過 | 跌市反向：3M 105.6% vs SPY 12.9% | 領先MA：股 $92.26 [10上/20下/50上] 2/3 vs SPY $737.97 [10下/20下/50上] 1/3
KMX,NYSE:KMX,Retail trade,Specialty stores,CarMax Inc,C,,False,0,1,1,52.17,W1 0/3：大陽1根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 21.6% vs SPY 12.9% | 領先MA：股 $52.17 [10上/20上/50上] 3/3 vs SPY $737.79 [10下/20下/50上] 1/3
LEGN,NASDAQ:LEGN,Health technology,Pharmaceuticals: major,Legend Biotech Corporation,C,,False,1,0,1,29.9,W1 1/3：股升日量高；大陽2根 | D1 0/3：未達 | W/D 未過 | 跌市反向：3M 73.5% vs SPY 12.9% | 領先MA未過：股 $29.90 [10下/20下/50上] 1/3 vs SPY $738.12 [10下/20下/50上] 1/3
MAC,NYSE:MAC,Finance,Real estate investment trusts,Macerich Company (The),C,,False,1,0,1,24.28,W1 1/3：股升日量高；大陽2根 | D1 0/3：未達 | W/D 未過 | 跌市反向：3M 32.3% vs SPY 12.9% | 領先MA：股 $24.28 [10上/20上/50上] 3/3 vs SPY $737.79 [10下/20下/50上] 1/3
